,individuals,tipo,dB 1er armÃ³nico - F0
0,A,alfa,27.503985203719864
1,A,alfa,-9.495122518254544
2,A,alfa,2.1382517764711224
3,A,alfa,29.171291048067626
4,A,alfa,-7.248387186401267
5,A,alfa,-7.899327075502827
6,A,alfa,28.290691272675513
7,A,alfa,-9.091141542220756
8,A,alfa,2.981174570638119
9,A,alfa,24.264873416239777
10,A,alfa,-7.1021977633350595
11,A,alfa,-6.19885335851246
12,A,alfa,33.166172888226484
13,A,alfa,-3.1560946035371114
14,A,alfa,0.9429231723898077
15,A,alfa,27.589856280317385
16,A,alfa,-3.8027397788680055
17,A,alfa,-7.516651814853152
18,A,alfa,27.884047585400133
19,A,alfa,0.7357064180379709
20,A,alfa,-5.743777184252536
21,A,alfa,25.453461695088716
22,A,alfa,0.35363908731608795
23,A,alfa,-3.9577863688849853
24,A,alfa,28.369098474967895
25,A,alfa,0.5248909865143805
26,A,alfa,-8.808392379332432
27,A,alfa,31.3414625156105
28,A,alfa,0.688773967853372
29,A,alfa,-3.3250686536166114
30,A,alfa,31.65029030820806
31,A,alfa,-4.198690628017252
32,A,alfa,-4.250922103161519
33,A,alfa,32.58894532019835
34,A,alfa,-0.4750806498579472
35,A,alfa,1.4313200446420655
36,A,alfa,21.019188268850407
37,A,alfa,-1.963625535774172
38,A,alfa,-8.23346291783206
39,A,alfa,26.60647886879336
40,A,alfa,-2.6274547932112298
41,A,alfa,-0.49859216337146606
42,A,alfa,27.624977772371626
43,A,alfa,-8.519947716696857
44,A,alfa,-3.7188760362750344
45,A,alfa,27.099874372646823
46,A,alfa,-0.943337983010867
47,A,alfa,-8.292611838764504
48,A,alfa,29.191662137242197
49,A,alfa,-8.1565237980964
50,A,alfa,-1.6567468719216976
51,A,alfa,22.156684143338303
52,A,alfa,-7.003714121535811
53,A,alfa,-3.0393505312312747
54,A,alfa,29.258603637421917
55,A,alfa,-6.697295007811622
56,A,alfa,1.32205763926747
57,A,beta,-2.9438160515596623
58,A,beta,-22.488935975900155
59,A,beta,-12.434536351846917
60,A,beta,1.7623502729069758
61,A,beta,-15.448445048209145
62,A,beta,-4.396480913790079
63,A,beta,8.215138577050464
64,A,beta,-17.237117314647605
65,A,beta,-7.243493048205974
66,A,beta,8.541020858033207
67,A,beta,-8.47599896912891
68,A,beta,-8.789311571507199
69,A,beta,5.823586668551996
70,A,beta,-8.37812803062614
71,A,beta,-4.807890234292964
72,A,beta,1.3579407521078553
73,A,beta,-9.118874840883109
74,A,beta,-1.3551283584678036
75,A,beta,-0.14620315063408107
76,A,beta,-13.397547602960898
77,A,beta,-6.718262460143784
78,A,beta,12.288751038766293
79,A,beta,-16.851785060013754
80,A,beta,2.9619105806761628
81,A,beta,-6.835968417114924
82,A,beta,-16.882428627389377
83,A,beta,-13.894170855285449
84,A,beta,2.461683872898341
85,A,beta,-14.82212874790372
86,A,beta,-4.656542076573216
87,A,beta,7.572028749371127
88,A,beta,-10.751732741437142
89,A,beta,-21.590811315860773
90,A,beta,2.963755240077094
91,A,beta,-5.822071281341069
92,A,beta,0.5961797434637859
93,A,beta,4.9181973996213015
94,A,beta,-9.760415729439305
95,A,beta,-12.094617959005099
96,A,beta,0.8881524528439924
97,A,beta,-12.685952977002266
98,A,beta,-10.882930836448425
99,A,beta,-0.9853211906509625
100,A,beta,-10.844998056693953
101,A,beta,-10.837951181221754
102,A,beta,-4.070813284309868
103,A,beta,-15.660540955140343
104,A,beta,-17.648995769430165
105,A,beta,2.1275426201113863
106,A,beta,-8.294120982093112
107,A,beta,-20.98831104459969
108,A,beta,1.8267191385106765
109,A,beta,-4.503583676278021
110,A,beta,-8.642258657743447
111,A,beta,20.677830944777305
112,A,beta,-8.352195578429793
113,A,beta,-26.154635105882164
114,A,beta,12.230173995705341
115,A,beta,-6.5520063784219795
116,A,beta,-10.142498337731377
117,A,beta,11.005802701361958
118,A,beta,-0.2959007836990035
119,A,beta,-12.221152419108432
120,A,beta,-0.8069956074732598
121,A,beta,-9.776927342227417
122,A,beta,-6.130057098027958
123,A,beta,10.884443949666377
124,A,beta,-20.849587431008743
125,A,beta,3.0425891663223528
126,A,beta,18.542467349590204
127,A,beta,-0.8496818998108153
128,A,beta,-25.870157725202333
129,B,alfa,30.39205388907117
130,B,alfa,-5.213127601348003
131,B,alfa,0.5050250649440766
132,B,alfa,20.817208029033303
133,B,alfa,-4.407772928829637
134,B,alfa,7.116374948409732
135,B,alfa,27.2962955291501
136,B,alfa,-9.175946222097604
137,B,alfa,0.7750836508838841
138,B,alfa,22.047936126763076
139,B,alfa,-8.600974342553057
140,B,alfa,-0.2708061330364906
141,B,alfa,21.632886265205578
142,B,alfa,-11.380646639743007
143,B,alfa,6.832862177783957
144,B,alfa,30.863586317447936
145,B,alfa,5.30840718217512
146,B,alfa,3.956267959592715
147,B,alfa,24.074989870218445
148,B,alfa,-7.147728033250914
149,B,alfa,2.88811891881231
150,B,alfa,26.807737771028446
151,B,alfa,-4.216550266074691
152,B,alfa,-1.0811458416588167
153,B,alfa,30.101717469189683
154,B,alfa,2.6683054379341407
155,B,alfa,3.6353072421275776
156,B,alfa,15.991163282460738
157,B,alfa,2.9803716385049355
158,B,alfa,-0.05521277610615116
159,B,alfa,20.97840835945541
160,B,alfa,-15.150216523247535
161,B,alfa,4.8221615246302925
162,B,beta,-7.235793575103026
163,B,beta,-8.293315560626533
164,B,beta,-3.3267141253354118
165,B,beta,-7.469988533399054
166,B,beta,-10.001794434649485
167,B,beta,-11.85527065143272
168,B,beta,-7.469988533399054
169,B,beta,-10.001794434649485
170,B,beta,-11.85527065143272
171,B,beta,12.289838558208992
172,B,beta,-7.38301210766651
173,B,beta,-20.285353563984774
174,B,beta,22.056628811240202
175,B,beta,-2.7970331832067092
176,B,beta,-25.47022111856263
177,B,beta,-3.4868361453475565
178,B,beta,-17.726128937578316
179,B,beta,-15.610092412454843
180,B,beta,22.056628811240202
181,B,beta,-2.7970331832067092
182,B,beta,-25.47022111856263
183,B,beta,4.834634791110837
184,B,beta,-24.812414709641374
185,B,beta,-15.772063291640254
186,B,beta,-7.469988533399054
187,B,beta,-10.001794434649485
188,B,beta,-11.85527065143272
189,B,beta,4.834634791110837
190,B,beta,-24.812414709641374
191,B,beta,-15.772063291640254
192,B,beta,-10.610271277977137
193,B,beta,-9.247174751120625
194,B,beta,-4.586292301816185
195,B,beta,4.785742441607756
196,B,beta,-17.132268819831502
197,B,beta,-9.366258998389544
198,B,beta,0.7444786413135267
199,B,beta,-1.2286932514743742
200,B,beta,-16.050370700953934
201,B,beta,-7.235793575103026
202,B,beta,-8.293315560626533
203,B,beta,-3.3267141253354118
204,B,beta,13.082415319369291
205,B,beta,-12.99308484619528
206,B,beta,-19.818330144159233
207,B,beta,12.289838558208992
208,B,beta,-7.38301210766651
209,B,beta,-20.285353563984774
210,B,beta,16.298314831299976
211,B,beta,4.395018759919085
212,B,beta,-1.2075546035290898
213,B,beta,0.7444786413135267
214,B,beta,-1.2286932514743742
215,B,beta,-16.050370700953934
216,B,beta,-3.4868361453475565
217,B,beta,-17.726128937578316
218,B,beta,-15.610092412454843
219,B,beta,16.298314831299976
220,B,beta,4.395018759919085
221,B,beta,-1.2075546035290898
222,B,beta,4.785742441607756
223,B,beta,-17.132268819831502
224,B,beta,-9.366258998389544
225,B,beta,4.785742441607756
226,B,beta,-17.132268819831502
227,B,beta,-9.366258998389544
228,B,beta,12.289838558208992
229,B,beta,-7.38301210766651
230,B,beta,-20.285353563984774
231,B,beta,-10.610271277977137
232,B,beta,-9.247174751120625
233,B,beta,-4.586292301816185
234,B,beta,4.834634791110837
235,B,beta,-24.812414709641374
236,B,beta,-15.772063291640254
237,B,beta,13.082415319369291
238,B,beta,-12.99308484619528
239,B,beta,-19.818330144159233
240,B,beta,5.948553635049728
241,B,beta,-9.563762636418389
242,B,beta,-17.323999082127806
243,B,beta,22.056628811240202
244,B,beta,-2.7970331832067092
245,B,beta,-25.47022111856263
246,B,beta,-7.235793575103026
247,B,beta,-8.293315560626533
248,B,beta,-3.3267141253354118
249,B,beta,-3.4868361453475565
250,B,beta,-17.726128937578316
251,B,beta,-15.610092412454843
252,B,beta,5.948553635049728
253,B,beta,-9.563762636418389
254,B,beta,-17.323999082127806
255,B,beta,0.7444786413135267
256,B,beta,-1.2286932514743742
257,B,beta,-16.050370700953934
258,B,beta,-10.610271277977137
259,B,beta,-9.247174751120625
260,B,beta,-4.586292301816185
261,B,beta,13.082415319369291
262,B,beta,-12.99308484619528
263,B,beta,-19.818330144159233
264,B,beta,5.948553635049728
265,B,beta,-9.563762636418389
266,B,beta,-17.323999082127806
267,B,beta,16.298314831299976
268,B,beta,4.395018759919085
269,B,beta,-1.2075546035290898
270,19,alfa,0.01151114124178143
271,19,alfa,38.369580605706226
272,19,alfa,-3.30061406094255
273,19,alfa,5.062755291103162
274,19,alfa,39.089549079331455
275,19,alfa,-2.9685346632550917
276,19,alfa,9.388618744608264
277,19,alfa,35.3143397946997
278,19,alfa,-4.952140818229804
279,19,alfa,3.0980067646314673
280,19,alfa,39.075223708891606
281,19,alfa,-2.6463089067983887
282,19,alfa,-1.3273281242724764
283,19,alfa,32.29819947006062
284,19,alfa,-4.331005698323592
285,19,alfa,3.1647062490225615
286,19,alfa,34.98252831812525
287,19,alfa,-8.241134251844626
288,19,alfa,5.342315171341067
289,19,alfa,42.879289128096474
290,19,alfa,-3.628830241304115
291,19,alfa,5.249360986087524
292,19,alfa,34.854300310763435
293,19,alfa,-4.737400103792645
294,19,alfa,0.2646894558037065
295,19,alfa,41.402705643456194
296,19,alfa,-5.7127027877557275
297,19,alfa,11.538110716029134
298,19,alfa,38.440157910444114
299,19,alfa,-2.7021732640686285
300,19,alfa,6.953511024807664
301,19,alfa,36.35609865150097
302,19,alfa,-6.898142120538872
303,19,alfa,2.2040653715670366
304,19,alfa,37.77778109408133
305,19,alfa,3.5820039651792683
306,19,alfa,-5.690008146328218
307,19,alfa,34.05125506583154
308,19,alfa,7.9269694204027275
309,19,alfa,-9.648750582486091
310,19,alfa,6.410847909634404
311,19,alfa,40.2894198403131
312,19,alfa,-0.7155070128337648
313,19,alfa,2.0825630284128636
314,19,alfa,33.111168191392515
315,19,alfa,-2.6677193733327265
316,19,alfa,-0.9986856834490023
317,19,alfa,35.447753635364926
318,19,alfa,-3.355059499159065
319,19,alfa,6.526303032666103
320,19,alfa,35.18548490999942
321,19,alfa,29.379303300241244
322,19,alfa,33.52075978594309
323,19,alfa,28.882104958954685
324,19,alfa,27.721810878620104
325,19,alfa,23.42641442363673
326,19,alfa,19.022019132781548
327,19,alfa,13.252872293393054
328,19,alfa,10.940363546558263
329,19,alfa,5.592169119893192
330,19,alfa,3.6335367630404463
331,19,alfa,2.8976544381542144
332,19,alfa,2.753976938296816
333,19,alfa,0.25770915627556334
334,19,alfa,1.6012928647976636
335,19,alfa,-3.8784232895925506
336,19,alfa,-2.9446906728792435
337,19,alfa,-6.410601727389839
338,19,alfa,-5.974974663358122
339,19,alfa,-12.256008279082454
340,19,alfa,-16.93463255538693
341,19,alfa,-16.835449254267505
342,19,alfa,7.908221218893157
343,19,beta,15.457176653705453
344,19,beta,-17.708589654341583
345,19,beta,-0.3442407477450935
346,19,beta,13.394959997545424
347,19,beta,-7.881841901506592
348,19,beta,1.2266417263890048
349,19,beta,2.438495450959759
350,19,beta,-11.017420227102201
351,19,beta,-4.86271146954639
352,19,beta,16.520210325964122
353,19,beta,-15.745213127750912
354,19,beta,4.070569141179767
355,19,beta,8.34208136554713
356,19,beta,-11.081336021397755
357,19,beta,-9.528214647240194
358,19,beta,8.645968373661612
359,19,beta,-16.075331091324564
360,19,beta,-14.954692630961228
361,19,beta,14.473337078176131
362,19,beta,-10.854205228190287
363,19,beta,-18.430382148693614
364,19,beta,6.4626172656697545
365,19,beta,-14.222205994779902
366,19,beta,-4.527280671656536
367,19,beta,14.310159157974255
368,19,beta,-10.174701865681827
369,19,beta,0.1623578649271451
370,19,beta,12.13226762304153
371,19,beta,-12.01895639733858
372,19,beta,-1.2891453870544574
373,19,beta,18.62657356805668
374,19,beta,-1.7207940435194207
375,19,beta,-25.23595034048176
376,19,beta,3.5662058146607776
377,19,beta,4.537803078503023
378,19,beta,-7.299509446309344
379,19,beta,-11.817080486304349
380,19,beta,9.381895044795355
381,19,beta,-11.049537637716925
382,19,beta,-3.640471199711218
383,19,beta,14.479935191092855
384,19,beta,-0.42237642883281445
385,19,beta,-25.15440374756517
386,19,beta,7.800890169331221
387,19,beta,14.358996822134884
388,19,beta,-10.754194480657745
389,19,beta,-17.668957304565364
390,19,beta,2.10570684128355
391,19,beta,-20.1833792670632
392,19,beta,-6.071638011547112
393,19,beta,15.579407650288195
394,19,beta,-6.424838916182455
395,19,beta,-21.56406610794618
396,19,beta,14.688393642299086
397,19,beta,-14.629050334506886
398,19,beta,4.294532916026045
399,19,beta,11.163637829565458
400,19,beta,-6.623568637836527
401,19,beta,-20.737436426955032
402,19,beta,15.61405721138727
403,19,beta,-5.857125768856385
404,19,beta,-17.090711595302547
405,19,beta,8.275438768698368
406,19,beta,-9.596153893701054
407,19,beta,-10.97513149824206
408,19,beta,16.32348868860353
409,19,beta,-5.893145161738095
410,19,beta,2.3883624108777255
411,19,beta,5.175851660486158
412,19,beta,-8.89183919797848
413,19,beta,-12.130895126157501
414,19,beta,20.421723976290437
415,19,beta,-9.147781901974962
416,19,beta,-16.580863016748015
417,23,alfa,23.513563582643727
418,23,alfa,-3.6209634069642505
419,23,alfa,-11.964623982710142
420,23,alfa,22.063518356719392
421,23,alfa,2.2843805642369617
422,23,alfa,-9.824091079612344
423,23,alfa,23.272168812512504
424,23,alfa,-1.3853594900719095
425,23,alfa,-11.535202266846998
426,23,alfa,23.3458304928719
427,23,alfa,-2.2898171866056707
428,23,alfa,-12.634021093026487
429,23,alfa,25.217820918927853
430,23,alfa,3.469126394405656
431,23,alfa,-14.009789645015836
432,23,alfa,27.010861773616078
433,23,alfa,-6.275025547403892
434,23,alfa,-9.952772249102617
435,23,alfa,28.973145279514416
436,23,alfa,-7.858752394490981
437,23,alfa,-11.345525483719848
438,23,alfa,24.595646435877843
439,23,alfa,-3.938343990127027
440,23,alfa,-9.930221270359048
441,23,beta,4.781084871672823
442,23,beta,-16.735183577250943
443,23,beta,-18.90376849474139
444,23,beta,10.966139066026258
445,23,beta,-10.91323411033942
446,23,beta,-21.287522387914628
447,34,alfa,23.8699920146544
448,34,alfa,1.6574429962377089
449,34,alfa,-18.28152880128561
450,34,alfa,32.361371349073934
451,34,alfa,6.4975590160762575
452,34,alfa,-12.437762043184215
453,34,alfa,17.26936650033299
454,34,alfa,14.660867503601859
455,34,alfa,0.7709842886232359
456,34,alfa,-10.536532599189442
457,34,alfa,34.56579437807541
458,34,alfa,8.415996776037058
459,34,alfa,-5.625285225964758
460,34,alfa,21.204637472170454
461,34,alfa,-4.721731387982853
462,34,alfa,-17.03589934743077
463,34,alfa,29.655003213490723
464,34,alfa,-1.6914755819276621
465,34,alfa,-11.8684024775764
466,34,alfa,33.04816539501216
467,34,alfa,-2.5716512140354872
468,34,alfa,-19.302627331093422
469,34,alfa,29.825837675232506
470,34,alfa,-2.111619826421377
471,34,alfa,-11.654243612508326
472,34,alfa,30.42022844282774
473,34,alfa,-0.6263681018148581
474,34,alfa,-3.929928521876697
475,34,beta,7.24244515555687
476,34,beta,-4.261651667540592
477,34,beta,-11.011813794191333
478,34,beta,12.868129361373335
479,34,beta,-9.013564069756594
480,34,beta,-15.51058412890018
481,34,beta,16.960377420047273
482,34,beta,-5.875308475449739
483,34,beta,-3.8170690995378944
484,34,beta,1.9909171747723793
485,34,beta,-0.8060448092020382
486,34,beta,-11.334662588514874
487,34,beta,-12.048765733146633
488,34,beta,8.652015288643584
489,34,beta,2.491515394309558
490,34,beta,16.728885803543683
491,34,beta,-0.9682712687152497
492,34,beta,-2.1215845723953457
493,34,beta,-2.346864180127959
494,34,beta,5.652746745181899
495,34,beta,-10.62469559561292
496,34,beta,-13.18167565212249
497,34,beta,6.860402552607033
498,34,beta,-4.187176587880225
499,34,beta,-7.788602393676051
500,34,beta,-0.1624157154928998
501,34,beta,-7.772805758437419
502,34,beta,-13.619248739721671
503,34,beta,6.065653231406118
504,34,beta,-8.784503060322836
505,34,beta,0.40442464240112486
506,34,beta,-0.8060448092020382
507,34,beta,-11.334662588514874
508,34,beta,-12.048765733146633
509,34,beta,10.638288487217089
510,34,beta,-5.529552730179516
511,34,beta,-3.917048916810611
512,34,beta,10.82250627384579
513,34,beta,-4.636868261646132
514,34,beta,-19.868265384349165
515,34,beta,-7.261644263247348
516,34,beta,4.233078331387523
517,34,beta,-6.0753815422347595
518,34,beta,3.6039637915347322
519,34,beta,8.652015288643584
520,34,beta,4.849166207714527
521,34,beta,-13.70973982595013
522,34,beta,-8.877617053668253
523,34,beta,8.146761726291317
524,34,beta,-9.421269787181735
525,34,beta,-15.264850244011246
526,34,beta,9.047075899839683
527,34,beta,16.960377420047273
528,34,beta,-5.875308475449739
529,34,beta,-3.8170690995378944
530,34,beta,6.860402552607033
531,34,beta,-4.187176587880225
532,34,beta,-7.788602393676051
533,34,beta,14.382374393303266
534,34,beta,-9.451570814738904
535,34,beta,0.9971324942205868
536,34,beta,2.395422014506037
537,34,beta,2.491515394309558
538,34,beta,7.3178744111186145
539,34,beta,-9.028042104947318
540,34,beta,-5.5069384348798955
541,HEC1,alfa,-5.022786922223222
542,HEC1,alfa,-2.4898312841597097
543,HEC1,alfa,-1.3975864876738164
544,HEC1,alfa,-1.4501321405987966
545,HEC1,alfa,-8.037977735673831
546,HEC1,alfa,-6.680794438419083
547,HEC1,alfa,0.9241726689184802
548,HEC1,alfa,1.010417740772418
549,HEC1,alfa,-7.14884388064446
550,HEC1,alfa,3.3140290189559813
551,HEC1,alfa,-8.789519450586859
552,HEC1,alfa,7.723715052059623
553,HEC1,alfa,2.751854856680742
554,HEC1,alfa,-0.31591360630910614
555,HEC1,alfa,-8.214882623813022
556,HEC1,alfa,-9.350156365855259
557,HEC1,alfa,-1.8818794710911924
558,HEC1,alfa,-0.1848091572307311
559,HEC1,alfa,-0.4966555425379795
560,HEC1,alfa,-12.220495744758725
561,HEC1,alfa,0.5975613771862207
562,HEC1,alfa,2.606598534560966
563,HEC1,alfa,-0.883342974401657
564,HEC1,alfa,-0.10938670218197188
565,HEC1,alfa,-3.076510493986106
566,HEC1,alfa,-8.325762088121776
567,HEC1,alfa,-3.6467062356494004
568,HEC1,beta,17.65476540364251
569,HEC1,beta,-12.05312111192681
570,HEC1,beta,-20.25874509200745
571,HEC1,beta,-5.611562047828135
572,HEC1,beta,-2.634708128001808
573,HEC1,beta,-18.444210979989677
574,HEC1,beta,-11.593535550572406
575,HEC1,beta,14.93443533629398
576,HEC1,beta,-6.811282319076222
577,HEC1,beta,-25.482811102095667
578,HEC1,beta,1.0090581257343914
579,HEC1,beta,-24.98895331703851
580,HEC1,beta,-14.80784524968062
581,HEC1,beta,13.183017499832037
582,HEC1,beta,-7.199672118874137
583,HEC1,beta,-14.146306629576575
584,HEC1,beta,-18.403526289953668
585,HEC1,beta,5.183910830436403
586,HEC1,beta,-20.518297750831604
587,HEC1,beta,-10.166404322165551
588,HEC1,beta,-7.674788044810118
589,HEC1,beta,5.017228614289049
590,HEC1,beta,-15.51809922787457
591,HEC1,beta,-22.34264469239218
592,HEC1,beta,-15.07285612787731
593,HEC1,beta,-9.29498497537288
594,HEC1,beta,-2.9766647396267736
595,HEC1,beta,-25.06778754860527
596,HEC1,beta,-16.42853850961847
597,HEC1,beta,3.066810439999884
598,HEC1,beta,-25.450039312514022
599,HEC1,beta,-18.6157092974973
600,HEC1,beta,-3.8861561238304887
601,HEC1,beta,-19.942017297502073
602,HEC1,beta,-16.315014069915527
603,HEC1,beta,-6.772019794420867
604,HAC1,alfa,21.85113666543093
605,HAC1,alfa,-15.058989599596064
606,HAC1,alfa,-11.044706553439877
607,HAC1,alfa,7.071279938855918
608,HAC1,alfa,-0.07386718905746026
609,HAC1,alfa,-2.2930199930591093
610,HAC1,alfa,6.2862973893343534
611,HAC1,alfa,-0.5957036519787504
612,HAC1,alfa,-6.495620300726018
613,HAC1,alfa,3.0183090151412593
614,HAC1,alfa,11.528984436330058
615,HAC1,alfa,-15.479302223572681
616,HAC1,alfa,-2.507161019431582
617,HAC1,alfa,-0.41295078174987676
618,HAC1,alfa,8.893864106061699
619,HAC1,alfa,-9.23236414625451
620,HAC1,alfa,-9.093319735998978
621,HAC1,beta,0.11335043555902047
622,HAC1,beta,-9.861603547592026
623,HAC1,beta,-16.352497032319157
624,HAC1,beta,5.235009812071169
625,HAC1,beta,-20.07938252814583
626,HAC1,beta,-13.882438021718905
627,HAC1,beta,4.40475178406408
628,HAC1,beta,-13.337193243837111
629,HAC1,beta,-11.040741327712976
630,HAC1,beta,1.9766827158738103
631,HAC1,beta,-19.208937917431296
632,HAC1,beta,-14.306824952901465
633,HAC1,beta,-9.162157631148999
634,HAC1,beta,-15.523572562486738
635,HAC1,beta,9.266684040604567
636,HAC1,beta,-14.66185649633088
637,HAC1,beta,-5.8716494268686255
638,HAC1,beta,-15.328736052441187
639,HAC1,beta,-6.730599130295547
640,HAC1,beta,-12.483331062793166
641,HAC1,beta,-12.587619510692562
642,HAC1,beta,-13.032257683324016
643,HAC1,beta,21.98848540071948
644,HAC1,beta,-21.24913310758853
645,HAC1,beta,-19.94003763956581
646,HAC1,beta,-0.929099775392987
647,HAC1,beta,-18.57921282147104
648,HAC1,beta,-26.8583169614986
649,HAC1,beta,-9.487159536090182
650,HAC1,beta,19.8314685807211
651,HAC1,beta,-14.222803044322655
652,HAC1,beta,10.315309958976426
653,HAC1,beta,-12.053524792179598
654,HAC1,beta,-13.283158498234153
655,HAC1,beta,-13.71263522941227
656,HAC1,beta,-15.808805080562525
657,HAC1,beta,-6.687280661523773
658,HAC2,alfa,8.245014483061722
659,HAC2,alfa,21.175267208492812
660,HAC2,alfa,2.7325995321286576
661,HAC2,alfa,-9.373662652593552
662,HAC2,alfa,34.776168940139165
663,HAC2,alfa,0.9298159801532258
664,HAC2,alfa,-1.234803056282768
665,HAC2,alfa,8.823620697131142
666,HAC2,alfa,25.87527880732756
667,HAC2,alfa,5.654458787530811
668,HAC2,alfa,-10.714966888906847
669,HAC2,alfa,29.378730863025382
670,HAC2,alfa,4.935235317177995
671,HAC2,alfa,-14.552885711881558
672,HAC2,alfa,5.4805519952178186
673,HAC2,alfa,30.493724434104927
674,HAC2,alfa,5.6907333352092815
675,HAC2,alfa,-3.3915760504516075
676,HAC2,alfa,21.783410772133376
677,HAC2,alfa,10.00857984613648
678,HAC2,alfa,-16.20296020115164
679,HAC2,alfa,2.4187045993997502
680,HAC2,alfa,1.5792691924555715
681,HAC2,alfa,22.86793197162266
682,HAC2,alfa,10.340563073057583
683,HAC2,alfa,-26.986691722601773
684,HAC2,alfa,1.2415649985000492
685,HAC2,alfa,-3.208319921026389
686,HAC2,alfa,-0.7036937604580018
687,HAC2,alfa,17.148641603396648
688,HAC2,alfa,-2.222264733294992
689,HAC2,alfa,-25.937790736159876
690,HAC2,alfa,4.239593687881427
691,HAC2,alfa,24.453833967913955
692,HAC2,alfa,4.853702267735937
693,HAC2,alfa,-7.45367895485729
694,HAC2,alfa,23.510482449434306
695,HAC2,alfa,-9.406949211545239
696,HAC2,alfa,-14.503905583509296
697,HAC2,alfa,11.076891654973178
698,HAC2,alfa,-2.2656920779378034
699,HAC2,alfa,13.377470664593877
700,HAC2,alfa,0.6954990053256225
701,HAC2,alfa,-21.35057042868354
702,HAC2,alfa,26.090290212399275
703,HAC2,alfa,-0.36791466495393976
704,HAC2,alfa,2.5892345858466235
705,HAC2,alfa,28.586572710427212
706,HAC2,alfa,5.305897148469178
707,HAC2,alfa,-4.256255782806001
708,HAC2,alfa,6.517369224019683
709,HAC2,alfa,21.472823153731085
710,HAC2,alfa,11.764686256274826
711,HAC2,alfa,-7.405088460530402
712,HAC2,alfa,38.739892485043015
713,HAC2,alfa,1.7071692024388234
714,HAC2,alfa,3.702997016935014
715,HAC2,alfa,25.596544412427782
716,HAC2,alfa,3.7537018410322913
717,HAC2,alfa,-5.045874616731863
718,HAC2,alfa,22.60407584377431
719,HAC2,alfa,8.723954917164397
720,HAC2,alfa,-14.7032220188214
721,HAC2,beta,-9.52171278127766
722,HAC2,beta,5.329466753426814
723,HAC2,beta,-12.423763926759197
724,HAC2,beta,-18.93288973685666
725,HAC2,beta,-1.0154602930306709
726,HAC2,beta,-13.54155347250395
727,HAC2,beta,-9.65377348696927
728,HAC2,beta,-4.382174645571389
729,HAC2,beta,-14.731837359493246
730,HAC2,beta,-19.06967692383633
731,HAC2,beta,-4.0620714827460915
732,HAC2,beta,-4.406200620398055
733,HAC2,beta,-21.84609505159984
734,HAC2,beta,-12.030392749734446
735,HAC2,beta,-8.531783860579996
736,HAC2,beta,-6.784156578603424
737,HAC2,beta,10.936806042432337
738,HAC2,beta,-10.667194849880227
739,HAC2,beta,-25.027277835787977
740,HAC2,beta,-6.275314349978631
741,HAC2,beta,-16.73509738393808
742,HAC2,beta,-10.645099162570633
743,HAC2,beta,-9.384023303420609
744,HAC2,beta,-17.833630073979712
745,HAC2,beta,-16.48806260300709
746,HAC2,beta,-11.71704294169407
747,HAC2,beta,-5.882891759542797
748,HAC2,beta,-4.221856140880753
749,HAC2,beta,-6.140875633447653
750,HAC2,beta,-7.8083743660384375
751,HAC2,beta,-5.166176074494089
752,HAC2,beta,-15.220211439155888
753,HAC2,beta,-10.650476263911381
754,HAC2,beta,2.9265164295500714
755,HAC2,beta,-26.255078505672827
756,HAC2,beta,-34.21155160044871
757,HAC2,beta,11.804627453664946
758,HAC2,beta,-12.388509273798146
759,HAC2,beta,-13.78995335806626
760,HAC2,beta,-17.38397732338637
761,HAC2,beta,-17.01966964027356
762,HAC2,beta,-3.679107980597596
763,HAC2,beta,-2.980873299940985
764,HAC2,beta,-11.16182711673936
765,HAC2,beta,-1.3603825440293793
766,HAC2,beta,-9.067465651081864
767,HAC2,beta,-12.032894870872104
768,HAC2,beta,-22.72676549253625
769,HAC2,beta,-18.389633078706975
770,HAC2,beta,-7.578723118534455
771,HAC2,beta,-1.7284556568920983
772,HAC2,beta,-2.5706098555204306
773,HAC2,beta,-16.64368717080094
774,HAC2,beta,-20.517701087238933
